Date,Open,High,Low,Close,Adj Close,Volume,Emotion,Compound Sentiment
2021-11-02,83.87000274658203,84.41000366210938,82.91999816894531,83.91000366210938,83.91000366210938,429608,POS,0.0258
2021-11-03,83.06999969482422,83.08000183105469,79.69000244140625,80.86000061035156,80.86000061035156,546577,NEU,-0.09165
2021-11-04,80.18000030517578,83.41999816894531,78.25,78.80999755859375,78.80999755859375,701119,NEG,-0.28975
2021-11-05,79.37000274658203,81.80000305175781,78.95999908447266,81.2699966430664,81.2699966430664,531054,NEU,-0.17
2021-11-08,81.12999725341797,82.66999816894531,81.05000305175781,81.93000030517578,81.93000030517578,393953,NEU,-0.0420999999999999
2021-11-09,82.16000366210938,84.62999725341797,81.77999877929688,84.1500015258789,84.1500015258789,504832,NEG,-0.231825
2021-11-10,84.52999877929688,84.97000122070312,80.80999755859375,81.33999633789062,81.33999633789062,555215,POS,0.7013499999999999
2021-11-11,81.41000366210938,82.33000183105469,80.19999694824219,81.58999633789062,81.58999633789062,475436,POS,0.0790473684210525
2021-11-12,81.20999908447266,81.62000274658203,79.77999877929688,80.79000091552734,80.79000091552734,390304,POS,-0.0091916666666666
2021-11-15,80.66000366210938,81.19999694824219,79.30000305175781,80.87999725341797,80.87999725341797,343484,NEU,-0.0991818181818181
2021-11-16,80.93000030517578,81.80999755859375,80.02999877929688,80.76000213623047,80.76000213623047,325668,POS,0.21259
2021-11-17,80.54000091552734,80.69000244140625,77.69000244140625,78.36000061035156,78.36000061035156,174471,NEG,-0.3376599999999999
2021-11-18,78.33999633789062,79.36000061035156,77.08000183105469,79.01000213623047,79.01000213623047,83984,NEG,-0.2285
2021-11-19,78.76000213623047,79.91999816894531,75.37000274658203,76.0999984741211,76.0999984741211,623448,NEG,-0.25234
2021-11-22,75.75,77.16000366210938,74.76000213623047,76.75,76.75,465768,NEU,-0.0961538461538461
2021-11-23,76.45999908447266,78.86000061035156,75.30000305175781,78.5,78.5,506987,NEU,-0.0837437499999999
2021-11-24,78.4800033569336,79.2300033569336,77.9800033569336,78.38999938964844,78.38999938964844,328848,NEU,-0.09403
2021-11-25,78.33999633789062,78.6500015258789,77.76000213623047,78.02999877929688,78.02999877929688,328848,NEG,-0.238025
2021-11-26,78.33999633789062,78.6500015258789,67.4000015258789,68.1500015258789,68.1500015258789,844630,NEG,-0.371075
2021-11-29,69.2300033569336,72.93000030517578,68.86000061035156,69.94999694824219,69.94999694824219,675090,NEG,-0.274325
2021-11-30,70.04000091552734,71.22000122070312,64.43000030517578,66.18000030517578,66.18000030517578,722475,POS,0.0299916666666666
2021-12-01,67.01000213623047,69.48999786376953,64.83999633789062,65.56999969482422,65.56999969482422,602447,NEU,-0.16291
2021-12-02,65.62999725341797,67.48999786376953,62.43000030517578,66.5,66.5,668293,POS,0.2116153846153846
2021-12-03,67.5,69.22000122070312,65.5999984741211,66.26000213623047,66.26000213623047,449974,NEU,-0.1384888888888888
2021-12-06,67.0199966430664,70.1500015258789,66.72000122070312,69.48999786376953,69.48999786376953,401060,NEG,-0.2037724137931034
2021-12-07,69.72000122070312,73.02999877929688,69.5199966430664,72.05000305175781,72.05000305175781,496528,NEG,-0.195615625
2021-12-08,71.86000061035156,73.0,70.91000366210938,72.36000061035156,72.36000061035156,464846,NEU,-0.1502862068965517
2021-12-09,72.5199966430664,73.33999633789062,70.38999938964844,70.94000244140625,70.94000244140625,393205,NEU,-0.1554666666666666
2021-12-10,70.68000030517578,72.33000183105469,70.31999969482422,71.66999816894531,71.66999816894531,397883,NEU,-0.0566421052631578
2021-12-13,72.04000091552734,73.0,70.70999908447266,71.29000091552734,71.29000091552734,406604,NEG,-0.3062555555555556
2021-12-14,71.12000274658203,72.02999877929688,69.51000213623047,70.7300033569336,70.7300033569336,359454,NEG,-0.3497461538461538
2021-12-15,70.3499984741211,71.66000366210938,69.38999938964844,70.87000274658203,70.87000274658203,294337,NEU,-0.1253833333333333
2021-12-16,71.4800033569336,72.98999786376953,71.02999877929688,72.37999725341797,72.37999725341797,142541,NEG,-0.2075611111111111
2021-12-17,71.91999816894531,72.26000213623047,69.88999938964844,70.86000061035156,70.86000061035156,78125,NEG,-0.2237823529411764
2021-12-20,70.06999969482422,70.06999969482422,66.04000091552734,68.2300033569336,68.2300033569336,492217,NEU,-0.1022642857142857
2021-12-21,69.20999908447266,71.55000305175781,68.55999755859375,71.12000274658203,71.12000274658203,358779,NEG,-0.3948133333333333
2021-12-22,71.2699966430664,73.16000366210938,70.80000305175781,72.76000213623047,72.76000213623047,306709,NEG,-0.2170321428571428
2021-12-23,73.02999877929688,73.94999694824219,72.2699966430664,73.79000091552734,73.79000091552734,270223,NEU,-0.1104478260869565
2021-12-27,73.37999725341797,76.08999633789062,72.56999969482422,75.56999969482422,75.56999969482422,268490,NEG,-0.2812818181818182
2021-12-28,75.97000122070312,76.91999816894531,75.52999877929688,75.9800033569336,75.9800033569336,249728,POS,0.06018
2021-12-29,76.04000091552734,77.37000274658203,75.36000061035156,76.55999755859375,76.55999755859375,283557,NEG,-0.3997777777777778
2021-12-30,76.58000183105469,77.44000244140625,75.77999877929688,76.98999786376953,76.98999786376953,231163,POS,0.0909941176470588
2021-12-31,76.66000366210938,77.08000183105469,74.94999694824219,75.20999908447266,75.20999908447266,237118,POS,0.0882187499999999
2022-01-03,75.69000244140625,76.45999908447266,74.2699966430664,76.08000183105469,76.08000183105469,317628,POS,-0.0227076923076923
2022-01-04,76.0199966430664,77.63999938964844,75.69999694824219,76.98999786376953,76.98999786376953,372848,NEU,-0.05585
2022-01-05,77.18000030517578,78.58000183105469,76.51000213623047,77.8499984741211,77.8499984741211,397898,NEU,-0.15596
2022-01-06,77.23999786376953,80.23999786376953,76.7300033569336,79.45999908447266,79.45999908447266,476665,POS,-0.0356107142857142
2022-01-07,79.62000274658203,80.47000122070312,78.5199966430664,78.9000015258789,78.9000015258789,414434,NEU,-0.12465
2022-01-10,78.87999725341797,79.44999694824219,77.83000183105469,78.2300033569336,78.2300033569336,389956,NEG,-0.2394519999999999
2022-01-11,78.41999816894531,81.58999633789062,78.36000061035156,81.22000122070312,81.22000122070312,481815,NEG,-0.1994874999999999
2022-01-12,81.37999725341797,83.0999984741211,81.16999816894531,82.63999938964844,82.63999938964844,420619,NEG,-0.2124333333333333
2022-01-13,82.81999969482422,82.94000244140625,81.38999938964844,82.12000274658203,82.12000274658203,364769,NEU,-0.138278125
2022-01-14,81.7300033569336,84.44999694824219,81.58000183105469,83.81999969482422,83.81999969482422,364442,NEU,-0.1452439999999999
2022-01-18,84.31999969482422,86.62999725341797,83.5,85.43000030517578,85.43000030517578,163643,NEG,-0.1775225
2022-01-19,86.61000061035156,87.91000366210938,85.7699966430664,86.95999908447266,86.95999908447266,113153,NEU,-0.1354863157894736
2022-01-20,86.2300033569336,87.81999969482422,86.0,86.9000015258789,86.9000015258789,532202,NEU,-0.1482033149171271
2022-01-21,84.56999969482422,85.55999755859375,82.77999877929688,85.13999938964844,85.13999938964844,509103,NEG,-0.202442780748663
2022-01-24,84.91000366210938,86.08999633789062,81.9000015258789,83.30999755859375,83.30999755859375,511695,NEG,-0.1879345108695651
2022-01-25,84.1500015258789,85.70999908447266,82.98999786376953,85.5999984741211,85.5999984741211,507219,NEU,-0.1450624277456646
2022-01-26,85.26000213623047,87.94999694824219,85.01000213623047,87.3499984741211,87.3499984741211,459642,NEU,-0.1487593448940267
2022-01-27,87.1500015258789,88.54000091552734,86.19999694824219,86.61000061035156,86.61000061035156,427804,NEU,-0.1628865319865319
2022-01-28,87.5,88.83999633789062,86.44000244140625,86.81999969482422,86.81999969482422,436172,NEG,-0.1874094736842104
2022-01-31,87.44999694824219,88.38999938964844,86.33999633789062,88.1500015258789,88.1500015258789,359080,NEG,-0.2408437086092715
2022-02-01,88.1500015258789,88.87000274658203,86.55000305175781,88.19999694824219,88.19999694824219,376841,NEG,-0.1862539062499999
2022-02-02,88.3499984741211,89.72000122070312,87.0999984741211,88.26000213623047,88.26000213623047,456863,NEG,-0.1771468354430379
2022-02-03,87.9800033569336,90.4499969482422,86.75,90.2699966430664,90.2699966430664,465771,NEG,-0.2165141025641025
2022-02-04,90.19000244140624,93.16999816894533,90.06999969482422,92.30999755859376,92.30999755859376,410926,NEU,-0.0427604790419161
2022-02-07,91.81999969482422,92.7300033569336,90.7300033569336,91.31999969482422,91.31999969482422,497754,NEU,-0.0807838509316769
2022-02-08,91.63999938964844,91.68000030517578,88.51000213623047,89.36000061035156,89.36000061035156,467386,NEG,-0.2334421686746986
2022-02-09,89.86000061035156,90.58000183105467,88.41000366210938,89.66000366210938,89.66000366210938,445618,NEG,-0.1722176258992806
2022-02-10,90.01000213623047,91.73999786376952,89.02999877929688,89.87999725341797,89.87999725341797,492091,NEU,-0.156863253012048
2022-02-11,90.0,94.66000366210938,89.19000244140625,93.0999984741211,93.0999984741211,554423,NEG,-0.2307547368421054
2022-02-14,93.91000366210938,95.81999969482422,92.08999633789062,95.45999908447266,95.45999908447266,467071,NEG,-0.2167944999999995
2022-02-15,94.83000183105467,95.16999816894533,90.66000366210938,92.06999969482422,92.06999969482422,442641,NEU,-0.1299185774946921
2022-02-16,92.20999908447266,95.01000213623048,90.0,93.66000366210938,93.66000366210938,401453,NEU,-0.1560556962025316
2022-02-17,90.9000015258789,93.36000061035156,90.62000274658205,91.76000213623048,91.76000213623048,212552,NEG,-0.1779532051282052
2022-02-18,91.62999725341795,92.66000366210938,89.02999877929688,91.06999969482422,91.06999969482422,150382,NEU,-0.1697852459016394
2022-02-22,91.75,96.0,90.3499984741211,92.3499984741211,92.3499984741211,789041,NEG,-0.1749702999999999
2022-02-23,91.73999786376952,93.9000015258789,90.63999938964844,92.0999984741211,92.0999984741211,440574,NEU,-0.1507609000000002
2022-02-24,92.5199966430664,100.54000091552734,91.4499969482422,92.80999755859376,92.80999755859376,872244,NEU,-0.1294471
2022-02-25,93.31999969482422,95.63999938964844,90.05999755859375,91.58999633789062,91.58999633789062,523793,NEU,-0.1610082
2022-02-28,94.98999786376952,99.0999984741211,94.43000030517578,95.72000122070312,95.72000122070312,490796,NEG,-0.2043872000000004
2022-03-01,96.08999633789062,106.77999877929688,95.31999969482422,103.41000366210938,103.41000366210938,698814,NEG,-0.2426349
2022-03-02,107.12000274658205,112.51000213623048,105.18000030517578,110.5999984741211,110.5999984741211,651853,NEG,-0.2132783783783785
2022-03-03,111.33000183105467,116.56999969482422,106.43000030517578,107.66999816894533,107.66999816894533,592031,NEG,-0.220771794871795
2022-03-11,105.98999786376952,110.29000091552734,104.4800033569336,109.33000183105467,109.33000183105467,368194,NEG,-0.2356795
2022-03-14,109.41999816894533,109.72000122070312,99.76000213623048,103.01000213623048,103.01000213623048,344184,NEU,-0.15277
2022-03-15,102.27999877929688,102.58000183105467,93.52999877929688,96.44000244140624,96.44000244140624,401690,NEG,-0.2692361
2022-03-16,95.2300033569336,99.22000122070312,94.06999969482422,95.04000091552734,95.04000091552734,293947,NEG,-0.2476393000000002
2022-03-17,95.33999633789062,104.23999786376952,94.8499984741211,102.9800033569336,102.9800033569336,210763,NEG,-0.241506796116505
2022-03-18,103.62000274658205,106.27999877929688,102.3000030517578,104.6999969482422,104.6999969482422,74247,NEG,-0.2860635000000001
2022-03-21,105.12999725341795,112.69000244140624,104.08000183105467,112.12000274658205,112.12000274658205,77217,NEG,-0.2722159
2022-03-22,112.9000015258789,115.01000213623048,109.3000030517578,111.76000213623048,111.76000213623048,318629,NEG,-0.2547674169346197
2022-03-23,108.8499984741211,115.4000015258789,108.37999725341795,114.93000030517578,114.93000030517578,289182,NEG,-0.2639990999999995
2022-03-24,114.47000122070312,116.63999938964844,110.61000061035156,112.33999633789062,112.33999633789062,307238,NEG,-0.2295222787385555
2022-03-25,111.75,114.12000274658205,108.68000030517578,113.9000015258789,113.9000015258789,320304,NEU,-0.1602236999999998
2022-03-28,112.91999816894533,112.93000030517578,102.83000183105467,105.95999908447266,105.95999908447266,372251,NEG,-0.2464739570164352
2022-03-29,103.47000122070312,107.83999633789062,98.44000244140624,104.23999786376952,104.23999786376952,387200,NEU,-0.1400095000000001
2022-03-30,105.23999786376952,108.75,104.5500030517578,107.81999969482422,107.81999969482422,284544,NEG,-0.2400702
2022-04-01,101.2300033569336,101.75,97.77999877929688,99.2699966430664,99.2699966430664,324777,NEG,-0.4020406999999988
2022-04-04,98.9499969482422,103.94000244140624,98.0500030517578,103.27999877929688,103.27999877929688,288131,NEG,-0.2360838
2022-04-05,103.66000366210938,105.58999633789062,99.87999725341795,101.95999908447266,101.95999908447266,280283,NEG,-0.2882452000000002
2022-04-06,101.23999786376952,104.0199966430664,95.7300033569336,96.2300033569336,96.2300033569336,366036,NEG,-0.2475985999999998
2022-04-07,97.16000366210938,98.81999969482422,93.80999755859376,96.02999877929688,96.02999877929688,367318,NEG,-0.2948515999999997
2022-04-08,97.16999816894533,98.76000213623048,95.29000091552734,98.26000213623048,98.26000213623048,310082,NEG,-0.2928286556603772
2022-04-11,98.4000015258789,98.5199966430664,92.93000030517578,94.29000091552734,94.29000091552734,315873,NEG,-0.2380306794055201
2022-04-12,95.16999816894533,101.3499984741211,94.83999633789062,100.5999984741211,100.5999984741211,329037,NEG,-0.2750682000000002
2022-04-13,100.91000366210938,104.47000122070312,99.87000274658205,104.25,104.25,312502,NEG,-0.2554789830508472
2022-04-14,104.1999969482422,107.63999938964844,102.12000274658205,106.9499969482422,106.9499969482422,244952,NEG,-0.2309338141025644
2022-04-18,107.02999877929688,109.80999755859376,106.0,108.20999908447266,108.20999908447266,68489,NEG,-0.258452953586498
2022-04-19,107.75,108.91999816894533,102.0999984741211,102.55999755859376,102.55999755859376,71792,NEG,-0.2810152631578947
2022-04-20,103.0500030517578,104.16000366210938,100.6999969482422,102.75,102.75,299028,NEG,-0.2712914239482202
2022-04-21,102.5,105.41999816894533,102.01000213623048,103.79000091552734,103.79000091552734,280321,NEG,-0.2625137404580155
2022-04-22,104.06999969482422,104.22000122070312,101.05999755859376,102.06999969482422,102.06999969482422,246116,NEG,-0.2474081553398061
